key,value,count,ncount,complete,min,max,sum,sumsq
,,337,,,,,,
host,,337,,1,,,,
,"linux-ahv8",337,,1,,,,
linecount,,337,337,1,1,1,337.000000,337.000000
,1,337,,1,,,,
source,,337,,1,,,,
,"/var/log/messages",337,,1,,,,
sourcetype,,337,,1,,,,
,syslog,337,,1,,,,
