key,value,count,ncount,complete,min,max,sum,sumsq
,,214,,,,,,
host,,214,,1,,,,
,"linux-ahv8",214,,1,,,,
linecount,,214,214,1,1,1,214.000000,214.000000
,1,214,,1,,,,
source,,214,,1,,,,
,"/var/log/messages",214,,1,,,,
sourcetype,,214,,1,,,,
,syslog,214,,1,,,,
