key,value,count,ncount,complete,min,max,sum,sumsq
,,315,,,,,,
host,,315,,1,,,,
,"linux-ahv8",315,,1,,,,
linecount,,315,315,1,1,1,315.000000,315.000000
,1,315,,1,,,,
source,,315,,1,,,,
,"/var/log/messages",315,,1,,,,
sourcetype,,315,,1,,,,
,syslog,315,,1,,,,
