key,value,count,ncount,complete,min,max,sum,sumsq
,,145,,,,,,
host,,145,,1,,,,
,"linux-ahv8",145,,1,,,,
linecount,,145,145,1,1,1,145.000000,145.000000
,1,145,,1,,,,
source,,145,,1,,,,
,"/var/log/messages",145,,1,,,,
sourcetype,,145,,1,,,,
,syslog,145,,1,,,,
