key,value,count,ncount,complete,min,max,sum,sumsq
,,746,,,,,,
host,,746,,1,,,,
,"linux-ahv8",746,,1,,,,
linecount,,746,746,1,1,1,746.000000,746.000000
,1,746,,1,,,,
source,,746,,1,,,,
,"/var/log/messages",746,,1,,,,
sourcetype,,746,,1,,,,
,syslog,746,,1,,,,
