key,value,count,ncount,complete,min,max,sum,sumsq
,,98,,,,,,
host,,98,,1,,,,
,"linux-ahv8",98,,1,,,,
linecount,,98,98,1,1,1,98.000000,98.000000
,1,98,,1,,,,
source,,98,,1,,,,
,"/var/log/messages",98,,1,,,,
sourcetype,,98,,1,,,,
,syslog,98,,1,,,,
