key,value,count,ncount,complete,min,max,sum,sumsq
,,213,,,,,,
host,,213,,1,,,,
,"linux-ahv8",213,,1,,,,
linecount,,213,213,1,1,1,213.000000,213.000000
,1,213,,1,,,,
source,,213,,1,,,,
,"/var/log/messages",213,,1,,,,
sourcetype,,213,,1,,,,
,syslog,213,,1,,,,
