key,value,count,ncount,complete,min,max,sum,sumsq
,,11,,,,,,
host,,11,,1,,,,
,"linux-ahv8",11,,1,,,,
linecount,,11,11,1,1,1,11.000000,11.000000
,1,11,,1,,,,
source,,11,,1,,,,
,"/var/log/messages",11,,1,,,,
sourcetype,,11,,1,,,,
,syslog,11,,1,,,,
