key,value,count,ncount,complete,min,max,sum,sumsq
,,166,,,,,,
host,,166,,1,,,,
,"linux-ahv8",166,,1,,,,
linecount,,166,166,1,1,1,166.000000,166.000000
,1,166,,1,,,,
source,,166,,1,,,,
,"/var/log/messages",166,,1,,,,
sourcetype,,166,,1,,,,
,syslog,166,,1,,,,
