key,value,count,ncount,complete,min,max,sum,sumsq
,,167,,,,,,
host,,167,,1,,,,
,"linux-ahv8",167,,1,,,,
linecount,,167,167,1,1,1,167.000000,167.000000
,1,167,,1,,,,
source,,167,,1,,,,
,"/var/log/messages",167,,1,,,,
sourcetype,,167,,1,,,,
,syslog,167,,1,,,,
