key,value,count,ncount,complete,min,max,sum,sumsq
,,63,,,,,,
host,,63,,1,,,,
,"linux-ahv8",63,,1,,,,
linecount,,63,63,1,1,1,63.000000,63.000000
,1,63,,1,,,,
source,,63,,1,,,,
,"/var/log/messages",63,,1,,,,
sourcetype,,63,,1,,,,
,syslog,63,,1,,,,
