key,value,count,ncount,complete,min,max,sum,sumsq
,,7,,,,,,
host,,7,,1,,,,
,"linux-ahv8",7,,1,,,,
linecount,,7,7,1,1,1,7.000000,7.000000
,1,7,,1,,,,
source,,7,,1,,,,
,"/var/log/messages",7,,1,,,,
sourcetype,,7,,1,,,,
,syslog,7,,1,,,,
