key,value,count,ncount,complete,min,max,sum,sumsq
,,3835,,,,,,
host,,3835,,1,,,,
,"linux-ahv8",3835,,1,,,,
linecount,,3835,3835,1,1,1,3835.000000,3835.000000
,1,3835,,1,,,,
source,,3835,,1,,,,
,"/var/log/messages",3835,,1,,,,
sourcetype,,3835,,1,,,,
,syslog,3835,,1,,,,
