key,value,count,ncount,complete,min,max,sum,sumsq
,,565,,,,,,
host,,565,,1,,,,
,"linux-ahv8",565,,1,,,,
linecount,,565,565,1,1,1,565.000000,565.000000
,1,565,,1,,,,
source,,565,,1,,,,
,"/var/log/messages",565,,1,,,,
sourcetype,,565,,1,,,,
,syslog,565,,1,,,,
