key,value,count,ncount,complete,min,max,sum,sumsq
,,23,,,,,,
host,,23,,1,,,,
,"linux-ahv8",23,,1,,,,
linecount,,23,23,1,1,1,23.000000,23.000000
,1,23,,1,,,,
source,,23,,1,,,,
,"/var/log/messages",23,,1,,,,
sourcetype,,23,,1,,,,
,syslog,23,,1,,,,
