key,value,count,ncount,complete,min,max,sum,sumsq
,,308,,,,,,
host,,308,,1,,,,
,"linux-ahv8",308,,1,,,,
linecount,,308,308,1,1,1,308.000000,308.000000
,1,308,,1,,,,
source,,308,,1,,,,
,"/var/log/messages",308,,1,,,,
sourcetype,,308,,1,,,,
,syslog,308,,1,,,,
