key,value,count,ncount,complete,min,max,sum,sumsq
,,14,,,,,,
host,,14,,1,,,,
,"linux-ahv8",14,,1,,,,
linecount,,14,14,1,1,1,14.000000,14.000000
,1,14,,1,,,,
source,,14,,1,,,,
,"/var/log/messages",14,,1,,,,
sourcetype,,14,,1,,,,
,syslog,14,,1,,,,
