key,value,count,ncount,complete,min,max,sum,sumsq
,,307,,,,,,
host,,307,,1,,,,
,"linux-ahv8",307,,1,,,,
linecount,,307,307,1,1,1,307.000000,307.000000
,1,307,,1,,,,
source,,307,,1,,,,
,"/var/log/messages",307,,1,,,,
sourcetype,,307,,1,,,,
,syslog,307,,1,,,,
