key,value,count,ncount,complete,min,max,sum,sumsq
,,13,,,,,,
host,,13,,1,,,,
,"linux-ahv8",13,,1,,,,
linecount,,13,13,1,1,1,13.000000,13.000000
,1,13,,1,,,,
source,,13,,1,,,,
,"/var/log/messages",13,,1,,,,
sourcetype,,13,,1,,,,
,syslog,13,,1,,,,
