key,value,count,ncount,complete,min,max,sum,sumsq
,,56,,,,,,
host,,56,,1,,,,
,"linux-ahv8",56,,1,,,,
linecount,,56,56,1,1,1,56.000000,56.000000
,1,56,,1,,,,
source,,56,,1,,,,
,"/var/log/messages",56,,1,,,,
sourcetype,,56,,1,,,,
,syslog,56,,1,,,,
