key,value,count,ncount,complete,min,max,sum,sumsq
,,162,,,,,,
host,,162,,1,,,,
,"linux-ahv8",162,,1,,,,
linecount,,162,162,1,1,1,162.000000,162.000000
,1,162,,1,,,,
source,,162,,1,,,,
,"/var/log/messages",162,,1,,,,
sourcetype,,162,,1,,,,
,syslog,162,,1,,,,
