key,value,count,ncount,complete,min,max,sum,sumsq
,,82,,,,,,
host,,82,,1,,,,
,"linux-ahv8",82,,1,,,,
linecount,,82,82,1,1,1,82.000000,82.000000
,1,82,,1,,,,
source,,82,,1,,,,
,"/var/log/messages",82,,1,,,,
sourcetype,,82,,1,,,,
,syslog,82,,1,,,,
