state,user,start,"run_time","disk_usage",count,"scan_count","drop_count","available_count",cursor,keywords,done,finalized,"status_buckets","max_time","max_count","reduce_freq","relevant_fields","remote_timeline",resultcount,"result_preview_count","preview_enabled","num_previews",search,error,earliest,latest,"api_et","api_lt","search_et","search_lt",streaming,"events_search","events_streamed","events_sorted","report_search","events_fields_count",servers,"remote_search","events_istruncated",label,"is_saved_search","lookups_enabled","search_providers",pid,priority,realtimesearch,"column_order"
DONE,"splunk-system-user",1335945652,"1.280000",73728,0,50,0,0,0,"group::tcpin_connections index::_internal source::*metrics.log",1,0,0,0,500000,10,"arch
build
connectionType
guid
lastReceived
os
sourceHost
version",0,0,0,0,0,"search `forwarder_metrics` |  eval lastReceived = if(kb>0, _time, null) | `forwarder_lookup_stats(""max(_time) as lastConnected max(lastReceived) as lastReceived sum(kb) as kb avg(tcp_eps) as avg_eps"")` | summaryindex spool=t uselb=t addtime=t index=""summary_forwarders"" file=""All forwarders - regenerator summary index_915318302.stash_new"" name=""All forwarders - regenerator summary index"" marker=""report=\""\\\""DM forwarder summary index\\\""\""""","","1335943800.000000000","1335945600.000000000","1335943800.000000000","1335945600.000000000","1335943800.000000000","1335945600.000000000",0,"search index=""_internal"" source=""*metrics.log"" group=tcpin_connections  | eval sourceHost=if(isnull(hostname), sourceHost,hostname)  | eval connectionType=case(fwdType==""uf"",""universal forwarder"", fwdType==""lwf"", ""lightweight forwarder"",fwdType==""full"", ""heavy forwarder"", connectionType==""cooked"" or connectionType==""cookedSSL"",""Splunk forwarder"", connectionType==""raw"" or connectionType==""rawSSL"",""legacy forwarder"") | eval build=if(isnull(build),""n/a"",build)  | eval version=if(isnull(version),""pre 4.2"",version)  | eval guid=if(isnull(guid),sourceHost,guid)  | eval os=if(isnull(os),""n/a"",os) | eval arch=if(isnull(arch),""n/a"",arch)  | fields connectionType sourceIp sourceHost sourcePort destPort kb tcp_eps tcp_Kprocessed tcp_KBps splunk_server build version os arch guid  | eval lastReceived = if(kb>0, _time, null) ",1,desc,"stats  first(sourceIp) as sourceIp first(connectionType) as connectionType first(sourcePort) as sourcePort first(build) as build first(version) as version first(os) as os first(arch) as arch max(_time) as lastConnected max(lastReceived) as lastReceived sum(kb) as kb avg(tcp_eps) as avg_eps by sourceHost guid  | summaryindex  spool=t uselb=t addtime=t index=""summary_forwarders"" file=""All forwarders - regenerator summary index_915318302.stash_new"" name=""All forwarders - regenerator summary index"" marker=""report=\""\\\""DM forwarder summary index\\\""\""""",0,"*","litsearch index=""_internal"" source=""*metrics.log"" group=tcpin_connections | eval  sourceHost=if(isnull(hostname), sourceHost,hostname)  | eval  connectionType=case(fwdType==""uf"",""universal forwarder"", fwdType==""lwf"", ""lightweight forwarder"",fwdType==""full"", ""heavy forwarder"", connectionType==""cooked"" or connectionType==""cookedSSL"",""Splunk forwarder"", connectionType==""raw"" or connectionType==""rawSSL"",""legacy forwarder"") | eval  build=if(isnull(build),""n/a"",build)  | eval  version=if(isnull(version),""pre 4.2"",version)  | eval  guid=if(isnull(guid),sourceHost,guid)  | eval  os=if(isnull(os),""n/a"",os) | eval  arch=if(isnull(arch),""n/a"",arch)  | fields  connectionType sourceIp sourceHost sourcePort destPort kb tcp_eps tcp_Kprocessed tcp_KBps splunk_server build version os arch guid  | eval  lastReceived = if(kb>0, _time, null)  | addinfo  type=count label=prereport_events | fields  keepcolorder=t ""_time"" ""arch"" ""build"" ""connectionType"" ""guid"" ""kb"" ""lastReceived"" ""os"" ""prestats_reserved_*"" ""psrsvd_*"" ""sourceHost"" ""sourceIp"" ""sourcePort"" ""tcp_eps"" ""version"" | prestats  first(sourceIp) as sourceIp first(connectionType) as connectionType first(sourcePort) as sourcePort first(build) as build first(version) as version first(os) as os first(arch) as arch max(_time) as lastConnected max(lastReceived) as lastReceived sum(kb) as kb avg(tcp_eps) as avg_eps by sourceHost guid",1,"All forwarders - regenerator summary index",1,1,"linux-ahv8.site-bigjava",13497,5,0,"sourceHost
guid
sourceIp
connectionType
sourcePort
build
version
os
arch
lastConnected
lastReceived
kb
avg_eps"
