0	6	  9902	1335260282	1335327714	1335327715	
1	sourcetype::splunkd	  9241	1335260283	1335327714	1335327715	
2	sourcetype::splunk_web_service	175	1335260282	1335327515	1335327516	
3	sourcetype::splunkd_stderr	  1	1335327004	1335327004	1335327007	
4	sourcetype::splunkd_access	242	1335327019	1335327694	1335327694	
5	sourcetype::splunk_web_access	240	1335327023	1335327694	1335327694	
6	sourcetype::scheduler	  3	1335327311	1335327315	1335327316	
