state,user,start,"run_time","disk_usage",count,"scan_count","drop_count","available_count",cursor,keywords,done,finalized,"status_buckets","max_time","max_count","reduce_freq","required_fields","relevant_fields","remote_timeline",resultcount,"result_preview_count","preview_enabled","num_previews",search,error,earliest,latest,"api_et","api_lt","search_et","search_lt",streaming,"events_search","events_streamed","events_sorted","report_search","events_fields_count",servers,"remote_search","events_istruncated","lookups_enabled","search_providers",pid,priority,realtimesearch,"column_order"
DONE,"splunk-system-user",1335947406,"0.426000",12288,0,0,0,0,0,"earliest::-7d@d-30m index::summary_forwarders latest::-6d@d-30m",1,0,0,30,50000,10,"*","_time
marker",0,0,0,0,0,subsearch,"","1335285000.000000000","1335371400.000000000","1335889800.000000000","1335976200.000000000","1335285000.000000000","1335371400.000000000",0,"search earliest=-7d@d-30m latest=-6d@d-30m index=""summary_forwarders"" ",1,desc,"timechart  span=30m dc(guid) as distcount | eval  marker = ""this day last week""  | eval  _time = _time+86400*7+1800",0,"*","litsearch index=""summary_forwarders"" _time>=1335285000.000 _time<1335371400.000 | addinfo  type=count label=prereport_events | fields  keepcolorder=t ""_time"" ""guid"" ""prestats_reserved_*"" ""psrsvd_*"" | prediscretize  span=30m _time  | prestats  dc(guid) AS ""distcount"" by _time",1,1,"linux-ahv8.site-bigjava",16287,5,0,"_time
distcount
_*"
