0	10	  6489	1335437002	1335516216	1335516216	
1	source::/opt/splunk/var/log/splunk/metrics.log	  4432	1335513372	1335516216	1335516216	
2	source::/opt/splunk/var/log/splunk/splunkd_stderr.log	  1	1335513371	1335513371	1335513375	
3	source::/opt/splunk/var/log/splunk/splunkd.log	494	1335437002	1335515484	1335515485	
4	source::/opt/splunk/var/log/splunk/web_service.log	238	1335513384	1335514360	1335514361	
5	source::/opt/splunk/var/log/splunk/splunkd_access.log	787	1335513387	1335516159	1335516160	
6	source::/opt/splunk/var/log/splunk/web_access.log	473	1335513398	1335516159	1335516159	
7	source::/opt/splunk/var/log/splunk/license_usage.log	  2	1335513555	1335513857	1335513857	
8	source::/opt/splunk/var/log/splunk/searches.log	 10	1335513599	1335514118	1335514118	
9	source::/opt/splunk/var/log/splunk/scheduler.log	 51	1335513617	1335515512	1335515512	
10	source::/opt/splunk/var/log/splunk/intentions.log	  1	1335513864	1335513864	1335513865	
