state,user,start,"run_time","disk_usage",count,"scan_count","drop_count","available_count",cursor,keywords,done,finalized,"status_buckets","max_time","max_count","reduce_freq","remote_timeline",resultcount,"result_preview_count","preview_enabled","num_previews",search,error,streaming,"events_search","events_streamed","events_sorted","report_search","events_fields_count",servers,"remote_search","events_istruncated","lookups_enabled","search_providers",pid,priority,realtimesearch,"column_order","is_data_preview","data_preview_bytes_read","data_preview_bytes_allowed","data_preview_bytes_in_source","data_preview_required_decompress","data_preview_reached_eof"
DONE,admin,1335259723,"2.790000",897024,18640,0,0,18640,1330405200,"",1,0,300,8640000,500000,10,0,18640,18640,0,0,"| preview ""/var/log/messages"" NO_BINARY_CHECK=1","",1,"preview ""/var/log/messages"" NO_BINARY_CHECK=1",1,none,"",4,"*","",0,1,"",8593,5,0,,1,1981332,2000000,26891134,0,0
