"_sid","_root_sid","_search","_timestamp",now,"_startTime","_endTime","_search_et","_search_lt","_api_et","_api_lt","_rt_earliest","_rt_latest","_scan_count","_drop_count","_maxevents","_countMap","_columnOrder","_keySet","_remoteServers",label,"is_saved_search",realtime,"rt_backfill","read_raw","enable_event_stream","_tz","_rtoptions","field_rendering","_query_finished","_ppc.app","_ppc.user","_ppc.bs","_auth_token","_splunkd_port","_splunkd_protocol","_splunkd_uri","_bundle_version","search_listeners",msgType,msg,"internal_only"
"scheduler__nobody__SplunkDeploymentMonitor_QWxsIGZvcndhcmRlcnMgLSByZWdlbmVyYXRvciBzdW1tYXJ5IGluZGV4_at_1335756600_9877d086d15bf7bc","","search `forwarder_metrics` |  eval lastReceived = if(kb>0, _time, null) | `forwarder_lookup_stats(""max(_time) as lastConnected max(lastReceived) as lastReceived sum(kb) as kb avg(tcp_eps) as avg_eps"")` | summaryindex spool=t uselb=t addtime=t index=""summary_forwarders"" file=""All forwarders - regenerator summary index_1044010719.stash_new"" name=""All forwarders - regenerator summary index"" marker=""report=\""\\\""DM forwarder summary index\\\""\""""","1335756634.913507000","1335756600.000000000","1335754800.000000000","1335756600.000000000","1335754800.000000000","1335756600.000000000","1335754800.000000000","1335756600.000000000","","",0,0,0,"duration.command.addinfo;3;duration.command.eval;24;duration.command.fields;6;duration.command.prestats;3;duration.command.search;12;duration.command.search.calcfields;1;duration.command.search.fieldalias;1;duration.command.search.filter;1;duration.command.search.index;7;duration.command.search.kv;2;duration.command.search.lookups;1;duration.command.search.rawdata;4;duration.command.search.tags;3;duration.command.search.typer;3;duration.command.stats;1;duration.command.summaryindex;1;duration.dispatch.createProviderQueue;149;duration.dispatch.evaluate;256;duration.dispatch.evaluate.eval;8;duration.dispatch.evaluate.fields;1;duration.dispatch.evaluate.search;254;duration.dispatch.evaluate.stats;1;duration.dispatch.evaluate.summaryindex;1;duration.dispatch.fetch;14;duration.dispatch.stream.local;12;in_ct.command.addinfo;0;in_ct.command.eval;0;in_ct.command.fields;0;in_ct.command.prestats;0;in_ct.command.search;0;in_ct.command.search.calcfields;2;in_ct.command.search.fieldalias;2;in_ct.command.search.lookups;2;in_ct.command.search.tags;0;in_ct.command.search.typer;0;in_ct.command.stats;0;in_ct.command.summaryindex;0;invocations.command.addinfo;3;invocations.command.eval;24;invocations.command.fields;6;invocations.command.prestats;3;invocations.command.search;3;invocations.command.search.calcfields;1;invocations.command.search.fieldalias;1;invocations.command.search.filter;1;invocations.command.search.index;3;invocations.command.search.kv;1;invocations.command.search.lookups;1;invocations.command.search.rawdata;1;invocations.command.search.tags;3;invocations.command.search.typer;3;invocations.command.stats;1;invocations.command.summaryindex;1;invocations.dispatch.createProviderQueue;1;invocations.dispatch.evaluate;1;invocations.dispatch.evaluate.eval;8;invocations.dispatch.evaluate.fields;1;invocations.dispatch.evaluate.search;1;invocations.dispatch.evaluate.stats;1;invocations.dispatch.evaluate.summaryindex;1;invocations.dispatch.fetch;4;invocations.dispatch.stream.local;3;out_ct.command.addinfo;0;out_ct.command.eval;0;out_ct.command.fields;0;out_ct.command.prestats;0;out_ct.command.search;0;out_ct.command.search.calcfields;2;out_ct.command.search.fieldalias;2;out_ct.command.search.lookups;2;out_ct.command.search.tags;0;out_ct.command.search.typer;0;out_ct.command.stats;0;out_ct.command.summaryindex;0;prereport_events;0;","sourceHost guid sourceIp connectionType sourcePort build version os arch lastConnected lastReceived kb avg_eps","group::tcpin_connections index::_internal source::*metrics.log","","All forwarders - regenerator summary index",1,0,0,1,0,"### SERIALIZED TIMEZONE FORMAT 1.0;C25200;Y25632 NW 4A 4D 54;Y26400 NW 4A 41 56 54;Y27000 NW 57 49 54;Y32400 NW 4A 53 54;Y28800 NW 57 49 54;Y25200 NW 57 49 54;@-1451719200 1;@-1172906400 2;@-876641400 3;@-766054800 2;@-683883000 4;@-620812800 2;@-189415800 5;$","","",1,SplunkDeploymentMonitor,"splunk-system-user","$SPLUNK_HOME/etc",3fef47ce820f15f68ece7e881313481c,"","","",0,"onResults\;true\;POST\;/servicesNS/nobody/SplunkDeploymentMonitor/saved/searches/All%20forwarders%20-%20regenerator%20summary%20index/notify\;;",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBUG,"base lispy: [ AND connections index::_internal source::*metrics.log tcpin ]",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBUG,"search context: user=""splunk-system-user"", app=""SplunkDeploymentMonitor"", bs-pathname=""/opt/splunk/etc""",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,"No results to summary index.",0
