state,user,start,"run_time","disk_usage",count,"scan_count","drop_count","available_count",cursor,keywords,done,finalized,"status_buckets","max_time","max_count","reduce_freq","required_fields","relevant_fields","remote_timeline",resultcount,"result_preview_count","preview_enabled","num_previews",search,error,earliest,latest,"api_et","api_lt","search_et","search_lt",streaming,"events_search","events_streamed","events_sorted","report_search","events_fields_count",servers,"remote_search","events_istruncated","lookups_enabled","search_providers",pid,priority,realtimesearch,"column_order"
DONE,"splunk-system-user",1335947422,"3.145000",20480,58,66,0,0,0,"earliest::-30m group::queue index::_internal latest::now name::parsingqueue source::*metrics.log",1,0,0,60,50000,10,"*",percentage,0,1,1,0,0,subsearch,"","1335945600.000000000","1335947400.000000000","1335286800.000000000","1335947400.000000000","1335945600.000000000","1335947400.000000000",0,"search earliest=-30m latest=now  index=""_internal"" source=""*metrics.log"" group=queue name=parsingqueue ",1,desc,"chart  perc95(current_size_kb) as p95sz, max(max_size_kb) as maxsz by splunk_server  | eval  percentage=p95sz*100/maxsz  | rename  percentage as parseQ_percentage  | appendcols  [search index=""_internal"" source=""*metrics.log"" group=queue name=indexqueue | chart perc95(current_size_kb) as p95sz, max(max_size_kb) as maxsz by splunk_server | eval percentage=p95sz*100/maxsz | rename percentage as indexQ_percentage] | appendcols  [search index=_internal group=per_sourcetype_thruput series=access_* | eval latency=avg_age*ev | stats sum(latency) as latency sum(ev) as events by splunk_server | fillnull latency events | eval avg_age=latency/events | fields avg_age] | fields  splunk_server avg_age parseQ_percentage indexQ_percentage  | fillnull  avg_age",0,"*","litsearch index=""_internal"" source=""*metrics.log"" group=queue name=parsingqueue _time>=1335945600.000 _time<1335947400.000 | addinfo  type=count label=prereport_events | fields  keepcolorder=t ""current_size_kb"" ""max_size_kb"" ""prestats_reserved_*"" ""psrsvd_*"" ""splunk_server"" | convert  num(""current_size_kb"") num(""max_size_kb"")  | prestats  perc95(current_size_kb) AS ""p95sz"" max(max_size_kb) AS ""maxsz"" by splunk_server",1,1,"linux-ahv8.site-bigjava",16384,5,0,"splunk_server
avg_age
parseQ_percentage
indexQ_percentage
_*"
